"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTGS","ATGS","HTGC","ATGC","HTP","ATP","HM1","HM2","HM3","HM4","HM5","AM1","AM2","AM3","AM4","AM5","HomeTeamLP","AwayTeamLP","MW","HTWinStreak3","HTWinStreak5","HTLossStreak3","HTLossStreak5","ATWinStreak3","ATWinStreak5","ATLossStreak3","ATLossStreak5","HTGD","ATGD","DiffPts","DiffFormPts","DiffLP"
"18014",2015-12-26,"Tottenham","Norwich",3,0,"H",28,20,14,29,1.61111111111111,0.944444444444444,"3","3","4","5","8","3","4","4","5","5",5,18,18,0,0,0,0,0,0,0,0,0.777777777777778,-0.5,0.666666666666667,0.166666666666667,-13
"18118",2015-12-28,"Arsenal","Bournemouth",2,0,"H",31,22,18,32,1.89473684210526,1.05263157894737,"0","3","6","9","10","1","4","7","10","11",3,18,19,0,0,0,0,0,0,0,0,0.684210526315789,-0.526315789473684,0.842105263157895,0.105263157894737,-15
"18216",2015-12-28,"CrystalPalace","Swansea",0,0,"D",23,16,16,24,1.57894736842105,0.947368421052632,"1","4","7","8","11","3","4","4","4","4",10,8,19,0,0,0,0,0,0,0,0,0.368421052631579,-0.421052631578947,0.631578947368421,0.210526315789474,2
"18314",2015-12-28,"Everton","Stoke",3,4,"A",32,16,24,16,1.36842105263158,1.36842105263158,"3","3","4","5","6","3","3","4","7","7",11,9,19,0,0,0,0,0,0,0,0,0.421052631578947,0,0,-0.0526315789473684,2
"18414",2015-12-28,"ManUnited","Chelsea",0,0,"D",22,23,16,29,1.52631578947368,1,"0","0","0","1","2","1","4","4","4","5",4,1,19,0,0,1,0,0,0,0,0,0.315789473684211,-0.315789473684211,0.526315789473684,-0.157894736842105,3
"18514",2015-12-28,"Norwich","AstonVilla",2,0,"H",20,15,32,32,0.894736842105263,0.421052631578947,"0","3","4","4","5","1","2","2","3","3",18,17,19,0,0,0,0,0,0,0,0,-0.631578947368421,-0.894736842105263,0.473684210526316,0.105263157894737,1
"18614",2015-12-28,"Watford","Tottenham",1,2,"A",23,31,18,14,1.52631578947368,1.68421052631579,"1","4","7","10","13","3","6","6","7","8",18,5,19,0,0,0,0,0,0,0,0,0.263157894736842,0.894736842105263,-0.157894736842105,-0.0526315789473684,13
"18714",2015-12-28,"WestBrom","Newcastle",1,0,"H",17,19,24,33,1.05263157894737,0.894736842105263,"0","0","1","2","3","0","1","4","7","7",13,15,19,0,0,0,0,0,0,0,0,-0.368421052631579,-0.736842105263158,0.157894736842105,-0.210526315789474,-2
"18814",2015-12-28,"WestHam","Southampton",2,1,"H",26,25,22,21,1.36842105263158,1.26315789473684,"1","2","3","4","5","3","3","3","4","4",12,7,19,0,0,0,0,0,0,0,0,0.210526315789474,0.210526315789474,0.105263157894737,0.0526315789473684,5
"18914",2015-12-29,"Leicester","ManCity",0,0,"D",37,37,25,20,2,1.84210526315789,"0","3","6","9","10","3","3","6","6","9",14,2,19,0,0,0,0,0,0,0,0,0.631578947368421,0.894736842105263,0.157894736842105,0,12
"19014",2015-12-30,"Sunderland","Liverpool",0,1,"A",19,21,37,22,0.631578947368421,1.42105263157895,"0","0","0","0","3","3","3","4","4","7",16,6,19,0,0,1,0,0,0,0,0,-0.947368421052632,-0.0526315789473684,-0.789473684210526,-0.210526315789474,10
"19118",2016-01-02,"Arsenal","Newcastle",1,0,"H",33,19,18,34,1.95,0.85,"3","3","6","9","12","0","0","1","4","7",3,15,20,0,0,0,0,0,0,0,0,0.75,-0.75,1.1,0.1,-12
"19216",2016-01-02,"Leicester","Bournemouth",0,0,"D",37,22,25,34,1.95,1,"1","1","4","7","10","0","1","4","7","10",14,18,20,0,0,0,0,0,0,0,0,0.6,-0.6,0.95,0,-4
"19314",2016-01-02,"ManUnited","Swansea",2,1,"H",22,16,16,24,1.5,0.95,"1","1","1","1","2","1","4","5","5","5",4,8,20,0,0,0,0,0,0,0,0,0.3,-0.4,0.55,-0.15,-4
"19414",2016-01-02,"Norwich","Southampton",1,0,"H",22,26,32,23,1,1.2,"3","3","6","7","7","0","3","3","3","4",18,7,20,0,0,0,0,0,0,0,0,-0.5,0.15,-0.2,0.15,11
"19514",2016-01-02,"Sunderland","AstonVilla",3,1,"H",19,15,38,34,0.6,0.4,"0","0","0","0","0","0","1","2","2","3",16,17,20,0,0,1,1,0,0,0,0,-0.95,-0.95,0.2,-0.15,-1
"19614",2016-01-02,"Watford","ManCity",1,2,"A",24,37,20,20,1.45,1.8,"0","1","4","7","10","1","4","4","7","7",18,2,20,0,0,0,0,0,0,0,0,0.2,0.85,-0.35,0,16
"19714",2016-01-02,"WestBrom","Stoke",2,1,"H",18,20,24,19,1.15,1.45,"3","3","3","4","5","3","6","6","7","10",13,9,20,0,0,0,0,0,0,0,0,-0.3,0.05,-0.3,-0.1,4
"19814",2016-01-02,"WestHam","Liverpool",2,0,"H",28,22,23,22,1.45,1.5,"3","4","5","6","7","3","6","6","7","7",12,6,20,0,0,0,0,0,0,0,0,0.25,0,-0.05,0,6
"19914",2016-01-03,"CrystalPalace","Chelsea",0,3,"A",23,23,16,29,1.55,1,"1","2","5","8","9","1","2","5","5","5",10,1,20,0,0,0,0,0,0,0,0,0.35,-0.3,0.55,0.2,9
"20014",2016-01-03,"Everton","Tottenham",1,1,"D",35,33,28,15,1.3,1.75,"0","3","3","4","5","3","6","9","9","10",11,5,20,0,0,0,0,1,0,0,0,0.35,0.9,-0.45,-0.2,6
"20118",2016-01-12,"AstonVilla","CrystalPalace",1,0,"H",16,23,37,19,0.380952380952381,1.47619047619048,"0","0","1","2","2","0","1","2","5","8",17,10,21,0,0,0,0,0,0,0,0,-1,0.19047619047619,-1.0952380952381,-0.285714285714286,7
"20216",2016-01-12,"Bournemouth","WestHam",1,3,"A",22,30,34,23,1,1.52380952380952,"1","1","2","5","8","3","6","7","8","9",18,12,21,0,0,0,0,0,0,0,0,-0.571428571428571,0.333333333333333,-0.523809523809524,-0.0476190476190476,6
"20314",2016-01-12,"Newcastle","ManUnited",3,3,"D",19,24,35,17,0.80952380952381,1.57142857142857,"0","0","0","1","4","3","4","4","4","4",15,4,21,0,0,1,0,0,0,0,0,-0.761904761904762,0.333333333333333,-0.761904761904762,0,11
"20414",2016-01-13,"Chelsea","WestBrom",2,2,"D",26,20,29,25,1.0952380952381,1.23809523809524,"3","4","5","8","8","3","6","6","6","7",1,13,21,0,0,0,0,0,0,0,0,-0.142857142857143,-0.238095238095238,-0.142857142857143,0.0476190476190476,-12
"20514",2016-01-13,"Liverpool","Arsenal",3,3,"D",22,34,24,18,1.42857142857143,2,"0","3","6","6","7","3","6","6","9","12",6,3,21,0,0,0,0,0,0,0,0,-0.0952380952380952,0.761904761904762,-0.571428571428571,-0.0952380952380952,3
"20614",2016-01-13,"ManCity","Everton",0,0,"D",39,36,21,29,1.85714285714286,1.28571428571429,"3","4","7","7","10","1","1","4","4","5",2,11,21,0,0,0,0,0,0,0,0,0.857142857142857,0.333333333333333,0.571428571428571,0.0952380952380952,-9
"20714",2016-01-13,"Southampton","Watford",2,0,"H",26,25,24,22,1.14285714285714,1.38095238095238,"0","0","3","3","3","0","0","1","4","7",7,18,21,0,0,0,0,0,0,0,0,0.0952380952380952,0.142857142857143,-0.238095238095238,-0.19047619047619,-11
"20814",2016-01-13,"Stoke","Norwich",3,1,"H",21,23,21,32,1.38095238095238,1.0952380952381,"0","3","6","6","7","3","6","6","9","10",9,18,21,0,0,0,0,0,0,0,0,0,-0.428571428571429,0.285714285714286,-0.0952380952380952,-9
"20914",2016-01-13,"Swansea","Sunderland",2,4,"A",17,22,26,39,0.904761904761905,0.714285714285714,"0","1","4","5","5","3","3","3","3","3",8,16,21,0,0,0,0,0,0,0,0,-0.428571428571429,-0.80952380952381,0.19047619047619,0.0952380952380952,-8
"21018",2016-01-13,"Tottenham","Leicester",0,1,"A",34,37,16,25,1.71428571428571,1.9047619047619,"1","4","7","10","10","1","2","2","5","8",5,14,21,0,0,0,0,0,0,0,0,0.857142857142857,0.571428571428571,-0.19047619047619,-0.0476190476190476,-9
"21118",2016-01-16,"AstonVilla","Leicester",1,1,"D",17,38,37,25,0.5,1.95454545454545,"3","3","3","4","5","3","4","5","5","8",17,14,22,0,0,0,0,0,0,0,0,-0.909090909090909,0.590909090909091,-1.45454545454545,-0.136363636363636,3
"21217",2016-01-16,"Bournemouth","Norwich",3,0,"H",23,24,37,35,0.954545454545455,1.04545454545455,"0","1","1","2","5","0","3","6","6","9",18,18,22,0,0,0,0,0,0,0,0,-0.636363636363636,-0.5,-0.0909090909090909,-0.181818181818182,0
"21315",2016-01-16,"Chelsea","Everton",3,3,"D",28,36,31,29,1.09090909090909,1.27272727272727,"1","4","5","6","9","1","2","2","5","5",1,11,22,0,0,0,0,0,0,0,0,-0.136363636363636,0.318181818181818,-0.181818181818182,0.181818181818182,-10
"21415",2016-01-16,"ManCity","CrystalPalace",4,0,"H",39,23,21,20,1.81818181818182,1.40909090909091,"1","4","5","8","8","0","0","1","2","5",2,10,22,0,0,0,0,0,0,0,0,0.818181818181818,0.136363636363636,0.409090909090909,0.136363636363636,-8
"21514",2016-01-16,"Newcastle","WestHam",2,1,"H",22,33,38,24,0.818181818181818,1.59090909090909,"1","1","1","1","2","3","6","9","10","11",15,12,22,0,0,0,0,1,0,0,0,-0.727272727272727,0.409090909090909,-0.772727272727273,-0.318181818181818,3
"21614",2016-01-16,"Southampton","WestBrom",3,0,"H",28,22,24,27,1.22727272727273,1.22727272727273,"3","3","3","6","6","1","4","7","7","7",7,13,22,0,0,0,0,0,0,0,0,0.181818181818182,-0.227272727272727,0,-0.0454545454545455,-6
"21714",2016-01-16,"Tottenham","Sunderland",4,1,"H",34,26,17,41,1.63636363636364,0.818181818181818,"0","1","4","7","10","3","6","6","6","6",5,16,22,0,0,0,0,0,0,0,0,0.772727272727273,-0.681818181818182,0.818181818181818,0.0454545454545455,-11
"21814",2016-01-17,"Liverpool","ManUnited",0,1,"A",25,27,27,20,1.40909090909091,1.54545454545455,"1","1","4","7","7","1","4","5","5","5",6,4,22,0,0,0,0,0,0,0,0,-0.0909090909090909,0.318181818181818,-0.136363636363636,0.0909090909090909,2
"21914",2016-01-17,"Stoke","Arsenal",0,0,"D",24,37,22,21,1.45454545454545,1.95454545454545,"3","3","6","9","9","1","4","7","7","10",9,3,22,0,0,0,0,0,0,0,0,0.0909090909090909,0.727272727272727,-0.5,0.0909090909090909,6
"22014",2016-01-18,"Swansea","Watford",1,0,"H",19,25,30,24,0.863636363636364,1.31818181818182,"0","0","1","4","5","0","0","0","1","4",8,18,22,0,0,0,0,0,0,1,0,-0.5,0.0454545454545455,-0.454545454545455,0.0454545454545455,-10
"22118",2016-01-23,"CrystalPalace","Tottenham",1,3,"A",23,38,24,18,1.34782608695652,1.69565217391304,"0","0","0","1","2","3","3","4","7","10",10,5,23,0,0,1,0,0,0,0,0,-0.0434782608695652,0.869565217391304,-0.347826086956522,-0.217391304347826,5
"22216",2016-01-23,"Leicester","Stoke",3,0,"H",39,24,26,22,1.91304347826087,1.43478260869565,"1","4","5","6","6","1","4","4","7","10",14,9,23,0,0,0,0,0,0,0,0,0.565217391304348,0.0869565217391304,0.478260869565217,-0.0434782608695652,5
"22314",2016-01-23,"ManUnited","Southampton",0,1,"A",28,31,20,24,1.60869565217391,1.30434782608696,"3","4","7","8","8","3","6","6","6","9",4,7,23,0,0,0,0,0,0,0,0,0.347826086956522,0.304347826086957,0.304347826086957,-0.0434782608695652,-3
"22414",2016-01-23,"Norwich","Liverpool",4,5,"A",24,25,38,28,1,1.34782608695652,"0","0","3","6","6","0","1","1","4","7",18,6,23,0,0,0,0,0,0,0,0,-0.608695652173913,-0.130434782608696,-0.347826086956522,-0.0434782608695652,12
"22514",2016-01-23,"Sunderland","Bournemouth",1,1,"D",27,26,45,37,0.782608695652174,1.04347826086957,"0","3","6","6","6","3","3","4","4","5",16,18,23,0,0,0,0,0,0,0,0,-0.782608695652174,-0.478260869565217,-0.260869565217391,0.0434782608695652,-2
"22614",2016-01-23,"Watford","Newcastle",2,1,"H",25,24,25,39,1.26086956521739,0.91304347826087,"0","0","0","0","1","3","4","4","4","4",18,15,23,0,0,1,0,0,0,0,0,0,-0.652173913043478,0.347826086956522,-0.130434782608696,3
"22714",2016-01-23,"WestBrom","AstonVilla",0,0,"D",22,18,30,38,1.17391304347826,0.521739130434783,"0","1","4","7","7","1","4","4","4","5",13,17,23,0,0,0,0,0,0,0,0,-0.347826086956522,-0.869565217391304,0.652173913043478,0.0869565217391304,-4
"22814",2016-01-23,"WestHam","ManCity",2,2,"D",34,43,26,21,1.52173913043478,1.8695652173913,"0","3","6","9","10","3","4","7","8","11",12,2,23,0,0,0,0,0,0,0,0,0.347826086956522,0.956521739130435,-0.347826086956522,0.0434782608695652,10
"22914",2016-01-24,"Arsenal","Chelsea",0,1,"A",37,31,21,34,1.91304347826087,1.08695652173913,"1","2","5","8","8","1","2","5","6","7",3,1,23,0,0,0,0,0,0,0,0,0.695652173913043,-0.130434782608696,0.826086956521739,0.0434782608695652,2
"23014",2016-01-24,"Everton","Swansea",1,2,"A",39,20,32,30,1.26086956521739,0.956521739130435,"1","2","3","3","6","3","3","3","4","7",11,8,23,0,0,0,0,0,0,0,0,0.304347826086957,-0.434782608695652,0.304347826086957,-0.0434782608695652,3
"23118",2016-02-02,"Arsenal","Southampton",0,0,"D",37,32,22,24,1.83333333333333,1.375,"0","1","2","5","8","3","6","9","9","9",3,7,24,0,0,0,0,1,0,0,0,0.625,0.333333333333333,0.458333333333333,-0.0416666666666667,-4
"23216",2016-02-02,"CrystalPalace","Bournemouth",1,2,"A",24,27,27,38,1.29166666666667,1.04166666666667,"0","0","0","0","1","1","4","4","5","5",10,18,24,0,0,1,0,0,0,0,0,-0.125,-0.458333333333333,0.25,-0.166666666666667,-8
"23314",2016-02-02,"Leicester","Liverpool",2,0,"H",42,30,26,32,1.95833333333333,1.41666666666667,"3","4","7","8","9","3","3","4","4","7",14,6,24,0,0,0,0,0,0,0,0,0.666666666666667,-0.0833333333333333,0.541666666666667,0.0833333333333333,8
"23414",2016-02-02,"ManUnited","Stoke",3,0,"H",28,24,21,25,1.54166666666667,1.375,"0","3","4","7","8","0","1","4","4","7",4,9,24,0,0,0,0,0,0,0,0,0.291666666666667,-0.0416666666666667,0.166666666666667,0.0416666666666667,-5
"23514",2016-02-02,"Norwich","Tottenham",0,3,"A",28,41,43,19,0.958333333333333,1.75,"0","0","0","3","6","3","6","6","7","10",18,5,24,0,0,1,0,0,0,0,0,-0.625,0.916666666666667,-0.791666666666667,-0.0416666666666667,13
"23614",2016-02-02,"Sunderland","ManCity",0,1,"A",28,45,46,23,0.791666666666667,1.83333333333333,"1","1","4","7","7","1","4","5","8","9",16,2,24,0,0,0,0,0,0,0,0,-0.75,0.916666666666667,-1.04166666666667,-0.0833333333333333,14
"23714",2016-02-02,"WestBrom","Swansea",1,1,"D",22,22,30,31,1.16666666666667,1.04166666666667,"1","1","2","5","8","3","6","6","6","7",13,8,24,0,0,0,0,0,0,0,0,-0.333333333333333,-0.375,0.125,0.0416666666666667,5
"23814",2016-02-02,"WestHam","AstonVilla",2,0,"H",36,18,28,38,1.5,0.541666666666667,"1","1","4","7","10","1","2","5","5","5",12,17,24,0,0,0,0,0,0,0,0,0.333333333333333,-0.833333333333333,0.958333333333333,0.0833333333333333,-5
"23914",2016-02-03,"Everton","Newcastle",3,0,"H",40,25,34,41,1.20833333333333,0.875,"0","1","2","3","3","0","3","4","4","4",11,15,24,0,0,0,0,0,0,0,0,0.25,-0.666666666666667,0.333333333333333,-0.0416666666666667,-4
"24014",2016-02-03,"Watford","Chelsea",0,0,"D",27,32,26,34,1.33333333333333,1.16666666666667,"3","3","3","3","3","3","4","5","8","9",18,1,24,0,0,0,0,0,0,0,0,0.0416666666666667,-0.0833333333333333,0.166666666666667,-0.25,17
"24118",2016-02-06,"AstonVilla","Norwich",2,0,"H",18,28,40,46,0.52,0.92,"0","1","2","5","5","0","0","0","0","3",17,18,25,0,0,0,0,0,0,1,0,-0.88,-0.72,-0.4,0.08,-1
"24216",2016-02-06,"Liverpool","Sunderland",2,2,"D",30,28,34,47,1.36,0.76,"0","3","3","4","4","0","1","1","4","7",6,16,25,0,0,0,0,0,0,0,0,-0.16,-0.76,0.6,-0.12,-10
"24314",2016-02-06,"ManCity","Leicester",1,3,"A",46,44,23,26,1.88,2,"3","4","7","8","11","3","6","7","10","11",2,14,25,0,0,0,0,0,0,0,0,0.92,0.72,-0.12,0.04,-12
"24414",2016-02-06,"Newcastle","WestBrom",1,0,"H",25,23,44,31,0.84,1.16,"0","0","3","4","4","1","2","2","3","6",15,13,25,0,0,0,0,0,0,0,0,-0.76,-0.32,-0.32,-0.08,2
"24514",2016-02-06,"Southampton","WestHam",1,0,"H",32,38,24,28,1.36,1.56,"1","4","7","10","10","3","4","4","7","10",7,12,25,0,0,0,0,0,0,0,0,0.32,0.4,-0.2,0,-5
"24614",2016-02-06,"Stoke","Everton",0,3,"A",24,43,28,34,1.32,1.28,"0","0","1","4","4","3","3","4","5","6",9,11,25,0,0,0,0,0,0,0,0,-0.16,0.36,0.04,-0.08,-2
"24714",2016-02-06,"Swansea","CrystalPalace",1,1,"D",23,25,32,29,1.04,1.24,"1","4","7","7","7","0","0","0","0","0",8,10,25,0,0,0,0,0,0,1,1,-0.36,-0.16,-0.2,0.28,-2
"24814",2016-02-06,"Tottenham","Watford",1,0,"H",44,27,19,26,1.8,1.32,"3","6","9","9","10","1","4","4","4","4",5,18,25,1,0,0,0,0,0,0,0,1,0.04,0.48,0.2,-13
"24914",2016-02-07,"Bournemouth","Arsenal",0,2,"A",29,37,39,22,1.12,1.8,"3","4","7","7","8","1","1","2","3","6",18,3,25,0,0,0,0,0,0,0,0,-0.4,0.6,-0.68,0.08,15
"25014",2016-02-07,"Chelsea","ManUnited",1,1,"D",32,31,34,21,1.16,1.6,"1","4","5","6","9","3","3","6","7","10",1,4,25,0,0,0,0,0,0,0,0,-0.08,0.4,-0.44,0.08,-3
"25118",2016-02-13,"Bournemouth","Stoke",1,3,"A",29,24,41,31,1.07692307692308,1.26923076923077,"0","3","4","7","7","0","0","0","1","4",18,9,26,0,0,0,0,0,0,1,0,-0.461538461538462,-0.269230769230769,-0.192307692307692,0.115384615384615,9
"25216",2016-02-13,"Chelsea","Newcastle",5,1,"H",33,26,35,44,1.15384615384615,0.923076923076923,"1","2","5","6","7","3","3","3","6","7",1,15,26,0,0,0,0,0,0,0,0,-0.0769230769230769,-0.692307692307692,0.230769230769231,0,-14
"25314",2016-02-13,"CrystalPalace","Watford",1,2,"A",26,27,30,27,1.23076923076923,1.26923076923077,"1","1","1","1","1","0","1","4","4","4",10,18,26,0,0,0,0,0,0,0,0,-0.153846153846154,0,-0.0384615384615385,-0.115384615384615,-8
"25414",2016-02-13,"Everton","WestBrom",0,1,"A",46,23,34,32,1.34615384615385,1.11538461538462,"3","6","6","7","8","0","1","2","2","3",11,13,26,0,0,0,0,0,0,0,0,0.461538461538462,-0.346153846153846,0.230769230769231,0.192307692307692,-2
"25514",2016-02-13,"Norwich","WestHam",2,2,"D",28,38,48,29,0.884615384615385,1.5,"0","0","0","0","0","0","3","4","4","7",18,12,26,0,0,1,1,0,0,0,0,-0.769230769230769,0.346153846153846,-0.615384615384615,-0.269230769230769,6
"25614",2016-02-13,"Sunderland","ManUnited",2,1,"H",30,32,49,22,0.769230769230769,1.57692307692308,"1","1","2","2","5","1","4","4","7","8",16,4,26,0,0,0,0,0,0,0,0,-0.730769230769231,0.384615384615385,-0.807692307692308,-0.115384615384615,12
"25714",2016-02-13,"Swansea","Southampton",0,1,"A",24,33,33,24,1.03846153846154,1.42307692307692,"1","2","5","8","8","3","4","7","10","13",8,7,26,0,0,0,0,0,0,0,0,-0.346153846153846,0.346153846153846,-0.384615384615385,0.0384615384615385,1
"25814",2016-02-14,"Arsenal","Leicester",2,1,"H",39,47,22,27,1.84615384615385,2.03846153846154,"3","4","4","5","6","3","6","9","10","13",3,14,26,0,0,0,0,1,0,0,0,0.653846153846154,0.769230769230769,-0.192307692307692,-0.115384615384615,-11
"25914",2016-02-14,"AstonVilla","Liverpool",0,6,"A",20,32,40,36,0.615384615384615,1.34615384615385,"3","3","4","5","8","1","1","4","4","5",17,6,26,0,0,0,0,0,0,0,0,-0.769230769230769,-0.153846153846154,-0.730769230769231,0.115384615384615,11
"26014",2016-02-14,"ManCity","Tottenham",1,2,"A",47,45,26,19,1.80769230769231,1.84615384615385,"0","3","4","7","8","3","6","9","12","12",2,5,26,0,0,0,0,1,0,0,0,0.807692307692308,1,-0.0384615384615385,-0.0384615384615385,-3
"26118",2016-02-27,"Leicester","Norwich",1,0,"H",48,30,29,50,1.96296296296296,0.888888888888889,"0","3","6","9","10","1","1","1","1","1",14,18,27,0,0,0,0,0,0,0,0,0.703703703703704,-0.740740740740741,1.07407407407407,0.296296296296296,-4
"26216",2016-02-27,"Southampton","Chelsea",1,2,"A",34,38,24,36,1.48148148148148,1.22222222222222,"3","6","7","10","13","3","4","5","8","9",7,1,27,0,0,0,0,0,0,0,0,0.37037037037037,0.0740740740740741,0.259259259259259,-0.0740740740740741,6
"26314",2016-02-27,"Stoke","AstonVilla",2,1,"H",27,20,32,46,1.33333333333333,0.592592592592593,"3","3","3","3","4","0","3","3","4","5",9,17,27,0,0,0,0,0,0,0,0,-0.185185185185185,-0.962962962962963,0.740740740740741,-0.037037037037037,-8
"26414",2016-02-27,"Watford","Bournemouth",0,0,"D",29,30,28,44,1.33333333333333,1.03703703703704,"3","3","4","7","7","0","0","3","4","7",18,18,27,0,0,0,0,0,0,0,0,0.037037037037037,-0.518518518518518,0.296296296296296,0,0
"26514",2016-02-27,"WestBrom","CrystalPalace",3,2,"H",24,27,32,32,1.18518518518519,1.18518518518519,"3","3","4","5","5","0","1","1","1","1",13,10,27,0,0,0,0,0,0,0,0,-0.296296296296296,-0.185185185185185,0,0.148148148148148,3
"26614",2016-02-27,"WestHam","Sunderland",1,0,"H",40,32,31,50,1.48148148148148,0.851851851851852,"1","1","4","5","5","3","4","4","5","5",12,16,27,0,0,0,0,0,0,0,0,0.333333333333333,-0.666666666666667,0.62962962962963,0,-4
"26714",2016-02-28,"Tottenham","Swansea",2,1,"H",47,24,20,34,1.88888888888889,1,"3","6","9","12","15","0","1","2","5","8",5,8,27,1,1,0,0,0,0,0,0,1,-0.37037037037037,0.888888888888889,0.037037037037037,-3
"26814",2016-02-28,"ManUnited","Arsenal",3,2,"H",33,41,24,23,1.51851851851852,1.88888888888889,"0","1","4","4","7","3","6","7","7","8",4,3,27,0,0,0,0,0,0,0,0,0.333333333333333,0.666666666666667,-0.37037037037037,-0.037037037037037,1
"26914",2016-03-01,"AstonVilla","Everton",1,3,"A",20,46,46,35,0.592592592592593,1.2962962962963,"0","3","3","4","5","0","3","6","6","7",17,11,27,0,0,0,0,0,0,0,0,-0.962962962962963,0.407407407407407,-0.703703703703704,-0.0740740740740741,6
"27014",2016-03-01,"Bournemouth","Southampton",2,0,"H",30,34,44,24,1.03703703703704,1.48148148148148,"0","0","3","4","7","3","6","7","10","13",18,7,27,0,0,0,0,0,0,0,0,-0.518518518518518,0.37037037037037,-0.444444444444444,0,11
"27118",2016-03-01,"Leicester","WestBrom",2,2,"D",49,27,29,34,2,1.25,"3","3","6","9","12","3","6","6","7","8",14,13,28,0,0,0,0,0,0,0,0,0.714285714285714,-0.25,0.75,0.0357142857142857,1
"27216",2016-03-01,"Norwich","Chelsea",1,2,"A",30,40,51,37,0.857142857142857,1.28571428571429,"0","1","1","1","1","3","6","7","8","11",18,1,28,0,0,0,0,0,0,0,0,-0.75,0.107142857142857,-0.428571428571429,-0.25,17
"27314",2016-03-01,"Sunderland","CrystalPalace",2,2,"D",32,29,51,35,0.821428571428571,1.14285714285714,"0","3","4","4","5","0","0","1","1","1",16,10,28,0,0,0,0,0,0,0,0,-0.678571428571429,-0.214285714285714,-0.321428571428571,0.142857142857143,6
"27414",2016-03-02,"Arsenal","Swansea",1,2,"A",43,25,26,36,1.82142857142857,0.964285714285714,"0","3","6","7","7","0","0","1","2","5",3,8,28,0,0,0,0,0,0,0,0,0.607142857142857,-0.392857142857143,0.857142857142857,0.0714285714285714,-5
"27513",2016-03-02,"Liverpool","ManCity",3,0,"H",41,48,36,31,1.46428571428571,1.67857142857143,"3","6","7","7","10","0","0","0","3","4",6,2,28,0,0,0,0,0,0,1,0,0.178571428571429,0.607142857142857,-0.214285714285714,0.107142857142857,4
"27614",2016-03-02,"ManUnited","Watford",1,0,"H",36,29,26,28,1.57142857142857,1.32142857142857,"3","3","4","7","7","1","4","4","5","8",4,18,28,0,0,0,0,0,0,0,0,0.357142857142857,0.0357142857142857,0.25,-0.0357142857142857,-14
"27713",2016-03-02,"Stoke","Newcastle",1,0,"H",29,27,33,50,1.39285714285714,0.857142857142857,"3","6","6","6","6","0","0","3","3","3",9,15,28,0,0,0,0,0,0,0,0,-0.142857142857143,-0.821428571428571,0.535714285714286,0.107142857142857,-6
"27814",2016-03-02,"WestHam","Tottenham",1,0,"H",41,49,31,21,1.53571428571429,1.92857142857143,"3","4","4","7","8","3","6","9","12","15",12,5,28,0,0,0,0,1,1,0,0,0.357142857142857,1,-0.392857142857143,-0.0357142857142857,7
"27913",2016-03-05,"Chelsea","Stoke",1,1,"D",40,29,37,33,1.28571428571429,1.39285714285714,"3","6","7","8","11","3","6","6","6","6",1,9,28,0,0,0,0,0,0,0,0,0.107142857142857,-0.142857142857143,-0.107142857142857,0.0714285714285714,-8
"28014",2016-03-05,"Everton","WestHam",2,3,"A",49,41,36,31,1.35714285714286,1.53571428571429,"3","3","6","9","9","3","4","4","7","8",11,12,28,0,0,0,0,0,0,0,0,0.464285714285714,0.357142857142857,-0.178571428571429,0.0357142857142857,-1
"28118",2016-03-05,"ManCity","AstonVilla",4,0,"H",52,22,31,51,1.72413793103448,0.551724137931034,"3","3","3","3","6","0","0","0","3","3",2,17,29,0,0,0,0,0,0,1,0,0.724137931034483,-1,1.17241379310345,0.103448275862069,-15
"28215",2016-03-05,"Newcastle","Bournemouth",1,3,"A",28,32,53,44,0.827586206896552,1.10344827586207,"0","0","0","3","3","3","4","4","4","7",15,18,29,0,0,1,0,0,0,0,0,-0.862068965517241,-0.413793103448276,-0.275862068965517,-0.137931034482759,-3
"28314",2016-03-05,"Southampton","Sunderland",1,1,"D",35,34,28,53,1.37931034482759,0.827586206896552,"0","0","3","6","7","1","1","4","5","5",7,16,29,0,0,0,0,0,0,0,0,0.241379310344828,-0.655172413793103,0.551724137931034,0.0689655172413793,-9
"28414",2016-03-05,"Swansea","Norwich",1,0,"H",27,31,37,53,1.03448275862069,0.827586206896552,"3","3","3","4","5","0","0","1","1","1",8,18,29,0,0,0,0,0,0,0,0,-0.344827586206897,-0.758620689655172,0.206896551724138,0.137931034482759,-10
"28513",2016-03-05,"Tottenham","Arsenal",2,2,"D",49,44,22,28,1.86206896551724,1.75862068965517,"0","3","6","9","12","0","0","3","6","7",5,3,29,0,0,0,0,0,0,0,0,0.931034482758621,0.551724137931034,0.103448275862069,0.0689655172413793,2
"28614",2016-03-05,"Watford","Leicester",0,1,"A",29,51,29,31,1.27586206896552,1.96551724137931,"0","1","4","4","5","1","4","4","7","10",18,14,29,0,0,0,0,0,0,0,0,0,0.689655172413793,-0.689655172413793,-0.0689655172413793,4
"28713",2016-03-06,"CrystalPalace","Liverpool",1,2,"A",31,43,37,37,1.13793103448276,1.51724137931034,"1","1","1","2","2","3","6","9","10","10",10,6,29,0,0,0,0,1,0,0,0,-0.206896551724138,0.206896551724138,-0.379310344827586,-0.241379310344828,4
