"","name","MV","season"
"2168","Dean MarneyD. Marney","£540k  ","20082009"
"2169","John WelshJ. Welsh","£225k  ","20082009"
"2170","Nicky FeatherstoneN. Featherstone","£68k  ","20082009"
"2171","Will AtkinsonW. Atkinson"," ","20082009"
"2172","Kevin KilbaneK. Kilbane","£3.60m  ","20082009"
"2173","Nick BarmbyN. Barmby","£1.06m  ","20082009"
"2174","Péter HalmosiP. Halmosi","£833k  ","20082009"
"2175","GeovanniGeovanni","£3.15m  ","20082009"
"2176","Bryan HughesB. Hughes","£1.62m  ","20082009"
"2177","Stelios GiannakopoulosS. Giannakopoulos","£2.25m  ","20082009"
"2178","Ryan FranceR. France","£383k  ","20082009"
"2179","Richard GarcíaR. García","£450k  ","20082009"
"2180","Daniel CousinD. Cousin","£3.60m  ","20082009"
"2181","Marlon KingM. King","£3.15m  ","20082009"
"2182","ManuchoManucho","£1.80m  ","20082009"
"2183","Craig FaganC. Fagan","£855k  ","20082009"
"2184","Dean WindassD. Windass","£630k  ","20082009"
"2185","Caleb FolanC. Folan","£585k  ","20082009"
"2186","Petr CechPetr Cech","£24.75m  ","20092010"
"2187","Ross TurnbullR. Turnbull","£1.62m  ","20092010"
"2188","Henrique HilárioH. Hilário","£675k  ","20092010"
"2189","Rhys TaylorR. Taylor","£180k  ","20092010"
"2190","Jan SebekJan Sebek"," ","20092010"
"2191","John TerryJ. Terry","£31.50m  ","20092010"
"2192","Ricardo CarvalhoR. Carvalho","£15.75m  ","20092010"
"2193","AlexAlex","£11.70m  ","20092010"
"2194","Branislav IvanovicB. Ivanovic","£7.65m  ","20092010"
"2195","Michael MancienneM. Mancienne","£1.35m  ","20092010"
"2196","Jeffrey BrumaJ. Bruma"," ","20092010"
"2197","Ashley ColeA. Cole","£19.80m  ","20092010"
"2198","Patrick van AanholtP. van Aanholt"," ","20092010"
"2199","José BosingwaJ. Bosingwa","£19.35m  ","20092010"
"2200","Juliano BellettiJ. Belletti","£4.95m  ","20092010"
"2201","Paulo FerreiraP. Ferreira","£3.60m  ","20092010"
"2202","Michael EssienM. Essien","£31.50m  ","20092010"
"2203","John Mikel ObiJ. Obi","£15.75m  ","20092010"
"2204","Nemanja MaticN. Matic","£1.35m  ","20092010"
"2205","Sam HutchinsonS. Hutchinson","£45k  ","20092010"
"2206","Frank LampardF. Lampard","£40.50m  ","20092010"
"2207","Michael BallackM. Ballack","£19.80m  ","20092010"
"2208","Yuri ZhirkovY. Zhirkov","£18.00m  ","20092010"
"2209","Scott SinclairS. Sinclair","£900k  ","20092010"
"2210","Joe ColeJoe Cole","£18.90m  ","20092010"
"2211","DecoDeco","£9.90m  ","20092010"
"2212","Gaël KakutaG. Kakuta"," ","20092010"
"2213","Florent MaloudaF. Malouda","£16.65m  ","20092010"
"2214","Salomon KalouS. Kalou","£13.50m  ","20092010"
"2215","Fabio BoriniF. Borini"," ","20092010"
"2216","Danny PhilliskirkD. Philliskirk"," ","20092010"
"2217","Didier DrogbaD. Drogba","£31.50m  ","20092010"
"2218","Nicolas AnelkaN. Anelka","£24.75m  ","20092010"
"2219","Andriy ShevchenkoA. Shevchenko","£9.00m  ","20092010"
"2220","Daniel SturridgeD. Sturridge","£2.70m  ","20092010"
"2221","Franco Di SantoF. Di Santo","£2.07m  ","20092010"
"2222","Edwin van der SarE. van der Sar","£4.50m  ","20092010"
"2223","Tomasz KuszczakT. Kuszczak","£3.15m  ","20092010"
"2224","Ben FosterB. Foster","£2.70m  ","20092010"
"2225","Ben AmosBen Amos","£90k  ","20092010"
"2226","Rio FerdinandR. Ferdinand","£31.50m  ","20092010"
"2227","Nemanja Vidic<U+200E>N. Vidic<U+200E>","£31.50m  ","20092010"
"2228","Wes BrownWes Brown","£8.10m  ","20092010"
"2229","John O'SheaJ. O'Shea","£4.95m  ","20092010"
"2230","Jonny EvansJ. Evans","£4.95m  ","20092010"
"2231","Oliver GillO. Gill"," ","20092010"
"2232","Patrice EvraP. Evra","£20.70m  ","20092010"
"2233","FábioFábio","£1.08m  ","20092010"
"2234","Antonio ValenciaA. Valencia","£9.90m  ","20092010"
"2235","RafaelRafael","£3.78m  ","20092010"
"2236","Gary NevilleG. Neville","£3.15m  ","20092010"
"2237","Ritchie De LaetR. De Laet","£405k  ","20092010"
"2238","Michael CarrickM. Carrick","£23.40m  ","20092010"
"2239","Owen HargreavesO. Hargreaves","£11.70m  ","20092010"
"2240","Matthew GillM. Gill"," ","20092010"
"2241","AndersonAnderson","£19.80m  ","20092010"
"2242","Darren FletcherD. Fletcher","£10.80m  ","20092010"
"2243","Paul ScholesP. Scholes","£6.75m  ","20092010"
"2244","Darron GibsonD. Gibson","£900k  ","20092010"
"2245","Rodrigo PossebonR. Possebon","£720k  ","20092010"
"2246","Magnus Wolff EikremM. Eikrem"," ","20092010"
"2247","Corry EvansC. Evans"," ","20092010"
"2248","Matty JamesM. James"," ","20092010"
"2249","Ryan GiggsR. Giggs","£6.75m  ","20092010"
"2250","Ji-Sung ParkJ. Park","£11.25m  ","20092010"
"2251","NaniNani","£13.50m  ","20092010"
"2252","Cameron StewartC. Stewart"," ","20092010"
"2253","Zoran TosicZ. Tosic","£4.95m  ","20092010"
"2254","Gabriel ObertanG. Obertan","£2.70m  ","20092010"
"2255","Wayne RooneyW. Rooney","£37.80m  ","20092010"
"2256","Joshua KingJ. King"," ","20092010"
"2257","Dimitar BerbatovD. Berbatov","£29.70m  ","20092010"
"2258","Michael OwenM. Owen","£10.98m  ","20092010"
"2259","Danny WelbeckD. Welbeck","£1.62m  ","20092010"
"2260","Mame DioufM. Diouf","£1.53m  ","20092010"
"2261","Federico MachedaF. Macheda","£1.35m  ","20092010"
"2262","Pepe ReinaP. Reina","£17.10m  ","20092010"
"2263","Diego CavalieriD. Cavalieri","£1.80m  ","20092010"
"2264","Péter GulácsiP. Gulácsi"," ","20092010"
"2265","Javier MascheranoJ. Mascherano","£23.40m  ","20092010"
"2266","Jamie CarragherJ. Carragher","£17.10m  ","20092010"
"2267","Martin SkrtelM. Skrtel","£13.50m  ","20092010"
"2268","Daniel AggerD. Agger","£10.80m  ","20092010"
"2269","Sotiris KyrgiakosS. Kyrgiakos","£5.85m  ","20092010"
"2270","Daniel AyalaD. Ayala","£675k  ","20092010"
"2271","Fábio AurélioFábio Aurélio","£7.65m  ","20092010"
"2272","Emiliano InsúaE. Insúa","£2.70m  ","20092010"
"2273","Robbie ThrelfallR. Threlfall","£90k  ","20092010"
"2274","Jack RobinsonJ. Robinson"," ","20092010"
"2275","Glen JohnsonG. Johnson","£9.90m  ","20092010"
"2276","Philipp DegenP. Degen","£1.80m  ","20092010"
"2277","Stephen DarbyS. Darby","£180k  ","20092010"
"2278","Martin KellyM. Kelly","£45k  ","20092010"
"2279","Lucas LeivaL. Leiva","£5.40m  ","20092010"
"2280","Damien PlessisD. Plessis","£450k  ","20092010"
"2281","Jay SpearingJ. Spearing","£90k  ","20092010"
"2282","Steven GerrardS. Gerrard","£45.00m  ","20092010"
"2283","Alberto AquilaniA. Aquilani","£16.20m  ","20092010"
"2284","Andrea DossenaA. Dossena","£5.40m  ","20092010"
"2285","Maxi RodríguezM. Rodríguez","£22.50m  ","20092010"
"2286","Albert RieraA. Riera","£14.40m  ","20092010"
"2287","Ryan BabelR. Babel","£8.10m  ","20092010"
"2288","Dani PachecoD. Pacheco","£90k  ","20092010"
"2289","Dirk KuytDirk Kuyt","£16.20m  ","20092010"
"2290","Yossi BenayounY. Benayoun","£8.55m  ","20092010"
"2291","Nabil El ZharN. El Zhar","£450k  ","20092010"
"2292","Andriy VoroninA. Voronin","£5.40m  ","20092010"
"2293","Fernando TorresF. Torres","£40.50m  ","20092010"
"2294","David N'GogD. N'Gog","£1.80m  ","20092010"
"2295","Nathan EcclestonN. Eccleston","£45k  ","20092010"
"2296","Shay GivenS. Given","£7.65m  ","20092010"
"2297","Joe HartJoe Hart","£5.85m  ","20092010"
"2298","Márton Fülöp †M. Fülöp †","£2.34m  ","20092010"
"2299","Stuart TaylorS. Taylor","£630k  ","20092010"
"2300","Gunnar NielsenG. Nielsen","£225k  ","20092010"
"2301","Kolo TouréK. Touré","£18.90m  ","20092010"
"2302","Joleon LescottJ. Lescott","£15.30m  ","20092010"
"2303","Micah RichardsM. Richards","£10.80m  ","20092010"
"2304","Vincent KompanyV. Kompany","£9.00m  ","20092010"
"2305","Richard DunneR. Dunne","£8.55m  ","20092010"
"2306","Nedum OnuohaN. Onuoha","£4.50m  ","20092010"
"2307","Dedryck BoyataD. Boyata"," ","20092010"
"2308","Wayne BridgeW. Bridge","£6.75m  ","20092010"
"2309","Javier GarridoJ. Garrido","£2.70m  ","20092010"
"2310","SylvinhoSylvinho","£1.08m  ","20092010"
"2311","Greg CunninghamG. Cunningham"," ","20092010"
"2312","Pablo ZabaletaP. Zabaleta","£7.38m  ","20092010"
"2313","Javan VidalJ. Vidal","£90k  ","20092010"
"2314","Kieran TrippierK. Trippier"," ","20092010"
"2315","Gareth BarryG. Barry","£16.65m  ","20092010"
"2316","Patrick VieiraP. Vieira","£11.70m  ","20092010"
"2317","Nigel de JongN. de Jong","£11.25m  ","20092010"
"2318","Michael JohnsonM. Johnson","£5.40m  ","20092010"
"2319","Kelvin EtuhuK. Etuhu","£675k  ","20092010"
"2320","Andrew TutteA. Tutte"," ","20092010"
"2321","Scott KayScott Kay"," ","20092010"
"2322","Abdisalam IbrahimA. Ibrahim"," ","20092010"
"2323","Stephen IrelandS. Ireland","£13.50m  ","20092010"
"2324","RobinhoRobinho","£31.50m  ","20092010"
"2325","Martin PetrovM. Petrov","£9.00m  ","20092010"
"2326","Craig BellamyC. Bellamy","£8.10m  ","20092010"
"2327","Vladimír WeissV. Weiss"," ","20092010"
"2328","Shaun Wright-PhillipsS. Wright-Phillips","£11.70m  ","20092010"
"2329","Adam JohnsonA. Johnson","£1.89m  ","20092010"
"2330","Emmanuel AdebayorE. Adebayor","£22.50m  ","20092010"
"2331","Carlos TévezC. Tévez","£22.50m  ","20092010"
"2332","Roque Santa CruzR. Santa Cruz","£9.00m  ","20092010"
"2333","BenjaniBenjani","£6.30m  ","20092010"
"2334","David BallD. Ball"," ","20092010"
"2335","Alex NimelyA. Nimely"," ","20092010"
"2336","Manuel AlmuniaM. Almunia","£7.65m  ","20092010"
"2337","Lukasz FabianskiL. Fabianski","£2.70m  ","20092010"
"2338","Vito MannoneV. Mannone","£270k  ","20092010"
"2339","Wojciech SzczesnyW. Szczesny","£90k  ","20092010"
"2340","James SheaJ. Shea"," ","20092010"
"2341","William GallasW. Gallas","£14.40m  ","20092010"
"2342","Thomas VermaelenT. Vermaelen","£5.40m  ","20092010"
"2343","Philippe SenderosP. Senderos","£4.50m  ","20092010"
"2344","Johan DjourouJ. Djourou","£4.05m  ","20092010"
"2345","Sol CampbellS. Campbell","£3.96m  ","20092010"
"2346","Mikaël SilvestreM. Silvestre","£2.70m  ","20092010"
"2347","Kyle BartleyK. Bartley"," ","20092010"
"2348","Thomas CruiseT. Cruise"," ","20092010"
"2349","Gaël ClichyG. Clichy","£13.50m  ","20092010"
"2350","Kieran GibbsK. Gibbs","£2.25m  ","20092010"
"2351","Armand TraoréA. Traoré","£2.25m  ","20092010"
"2352","Bacary SagnaB. Sagna","£13.50m  ","20092010"
"2353","Emmanuel EbouéE. Eboué","£6.30m  ","20092010"
"2354","Kerrea GilbertK. Gilbert","£270k  ","20092010"
"2355","Luke AylingL. Ayling"," ","20092010"
"2356","DenílsonDenílson","£7.20m  ","20092010"
"2357","Alex SongAlex Song","£6.75m  ","20092010"
"2358","Craig EastmondC. Eastmond"," ","20092010"
"2359","Emmanuel FrimpongE. Frimpong"," ","20092010"
"2360","Francis CoquelinF. Coquelin"," ","20092010"
"2361","Cesc FàbregasC. Fàbregas","£36.00m  ","20092010"
"2362","Abou DiabyA. Diaby","£4.50m  ","20092010"
"2363","Aaron RamseyA. Ramsey","£4.50m  ","20092010"
"2364","Jack WilshereJ. Wilshere","£2.70m  ","20092010"
"2365","Fran MéridaF. Mérida","£2.34m  ","20092010"
"2366","Mark RandallM. Randall","£225k  ","20092010"
"2367","Henri LansburyH. Lansbury","£45k  ","20092010"
"2368","Conor HendersonC. Henderson"," ","20092010"
"2369","Samir NasriS. Nasri","£16.20m  ","20092010"
"2370","Tomás RosickyT. Rosicky","£11.70m  ","20092010"
"2371","Nacer BaraziteN. Barazite","£900k  ","20092010"
"2372","Sanchez WattS. Watt"," ","20092010"
"2373","Theo WalcottT. Walcott","£11.70m  ","20092010"
"2374","Carlos VelaC. Vela","£5.40m  ","20092010"
"2375","Gilles SunuG. Sunu"," ","20092010"
"2376","Andrey ArshavinA. Arshavin","£23.40m  ","20092010"
"2377","Robin van PersieR. van Persie","£18.90m  ","20092010"
"2378","EduardoEduardo","£9.90m  ","20092010"
"2379","Nicklas BendtnerN. Bendtner","£6.75m  ","20092010"
"2380","Jay Emmanuel-ThomasJ. Emmanuel-Thomas"," ","20092010"
"2381","Heurelho GomesH. Gomes","£7.65m  ","20092010"
"2382","Carlo CudiciniC. Cudicini","£900k  ","20092010"
"2383","Ben AlnwickB. Alnwick","£720k  ","20092010"
"2384","Jimmy WalkerJ. Walker","£135k  ","20092010"
"2385","David ButtonD. Button"," ","20092010"
"2386","Vedran CorlukaV. Corluka","£11.70m  ","20092010"
"2387","Jonathan WoodgateJ. Woodgate","£9.00m  ","20092010"
"2388","Ledley KingL. King","£8.55m  ","20092010"
"2389","Michael DawsonM. Dawson","£6.30m  ","20092010"
"2390","Younès KaboulY. Kaboul","£5.13m  ","20092010"
"2391","Sébastien BassongS. Bassong","£4.68m  ","20092010"
"2392","Dorian DerviteD. Dervite","£450k  ","20092010"
"2393","Benoît Assou-EkottoB. Assou-Ekotto","£4.32m  ","20092010"
"2394","Danny RoseD. Rose","£450k  ","20092010"
"2395","Alan HuttonA. Hutton","£6.75m  ","20092010"
"2396","Pascal ChimbondaP. Chimbonda","£4.50m  ","20092010"
"2397","Kyle NaughtonK. Naughton","£360k  ","20092010"
"2398","Kyle WalkerK. Walker"," ","20092010"
"2399","Ryan FredericksR. Fredericks"," ","20092010"
"2400","Wilson PalaciosW. Palacios","£12.15m  ","20092010"
"2401","Tom HuddlestoneT. Huddlestone","£5.85m  ","20092010"
"2402","Jake LivermoreJ. Livermore"," ","20092010"
"2403","Luka ModricL. Modric","£16.65m  ","20092010"
"2404","Jermaine JenasJ. Jenas","£11.70m  ","20092010"
"2405","Jamie O'HaraJ. O'Hara","£3.33m  ","20092010"
"2406","Kevin-Prince BoatengK. Boateng","£2.70m  ","20092010"
"2407","Dean ParrettD. Parrett"," ","20092010"
"2408","David BentleyD. Bentley","£11.70m  ","20092010"
"2409","Niko KranjcarN. Kranjcar","£8.33m  ","20092010"
"2410","Adel TaarabtA. Taarabt","£1.53m  ","20092010"
"2411","Paul-José MpokuP. Mpoku"," ","20092010"
"2412","Aaron LennonA. Lennon","£13.50m  ","20092010"
"2413","Gareth BaleG. Bale","£7.65m  ","20092010"
"2414","Andros TownsendA. Townsend"," ","20092010"
"2415","Giovani dos SantosG. dos Santos","£4.95m  ","20092010"
"2416","Robbie KeaneR. Keane","£17.10m  ","20092010"
"2417","Jermain DefoeJ. Defoe","£12.15m  ","20092010"
"2418","Roman PavlyuchenkoR. Pavlyuchenko","£9.90m  ","20092010"
"2419","Peter CrouchP. Crouch","£9.00m  ","20092010"
"2420","Eidur GudjohnsenE. Gudjohnsen","£4.50m  ","20092010"
"2421","Harry KaneH. Kane"," ","20092010"
"2422","Tim HowardT. Howard","£7.65m  ","20092010"
"2423","Iain TurnerI. Turner","£405k  ","20092010"
"2424","John RuddyJ. Ruddy","£405k  ","20092010"
"2425","Carlo NashC. Nash","£270k  ","20092010"
"2426","Joleon LescottJ. Lescott","£15.30m  ","20092010"
"2427","Phil JagielkaP. Jagielka","£10.80m  ","20092010"
"2428","Joseph YoboJ. Yobo","£10.35m  ","20092010"
"2429","Sylvain DistinS. Distin","£7.47m  ","20092010"
"2430","Johnny HeitingaJ. Heitinga","£7.20m  ","20092010"
"2431","Philippe SenderosP. Senderos","£4.50m  ","20092010"
"2432","Lucas NeillL. Neill","£4.32m  ","20092010"
"2433","Shane DuffyS. Duffy"," ","20092010"
"2434","Aristote NsialaA. Nsiala"," ","20092010"
"2435","Shkodran MustafiS. Mustafi"," ","20092010"
"2436","Leighton BainesL. Baines","£5.85m  ","20092010"
"2437","Jake BidwellJ. Bidwell"," ","20092010"
"2438","Luke GarbuttL. Garbutt"," ","20092010"
"2439","Phil NevilleP. Neville","£4.95m  ","20092010"
"2440","Tony HibbertT. Hibbert","£3.60m  ","20092010"
"2441","Seamus ColemanS. Coleman","£135k  ","20092010"
"2442","Jack RodwellJ. Rodwell","£4.05m  ","20092010"
"2443","Mikel ArtetaM. Arteta","£16.20m  ","20092010"
"2444","Marouane FellainiM. Fellaini","£14.40m  ","20092010"
"2445","Leon OsmanL. Osman","£7.20m  ","20092010"
"2446","Dan GoslingD. Gosling","£2.70m  ","20092010"
"2447","Adam ForshawA. Forshaw"," ","20092010"
"2448","James WallaceJ. Wallace"," ","20092010"
"2449","Hope AkpanH. Akpan"," ","20092010"
"2450","Nathan CraigN. Craig"," ","20092010"
"2451","Tim CahillT. Cahill","£14.40m  ","20092010"
"2452","Diniyar BilyaletdinovD. Bilyaletdinov","£6.03m  ","20092010"
"2453","Jose BaxterJ. Baxter","£675k  ","20092010"
"2454","Steven PienaarS. Pienaar","£7.20m  ","20092010"
"2455","Landon DonovanL. Donovan","£2.70m  ","20092010"
"2456","Yakubu AiyegbeniY. Aiyegbeni","£17.55m  ","20092010"
"2457","JôJô","£11.25m  ","20092010"
"2458","Louis SahaL. Saha","£6.75m  ","20092010"
"2459","Victor AnichebeV. Anichebe","£3.24m  ","20092010"
"2460","James VaughanJ. Vaughan","£1.35m  ","20092010"
"2461","Lukas JutkiewiczL. Jutkiewicz","£450k  ","20092010"
"2462","Kieran AgardK. Agard","£45k  ","20092010"
"2463","Conor McAlenyC. McAleny"," ","20092010"
"2464","Brad FriedelB. Friedel","£3.60m  ","20092010"
"2465","Brad GuzanB. Guzan","£900k  ","20092010"
"2466","Andy MarshallA. Marshall","£450k  ","20092010"
"2467","Richard DunneR. Dunne","£8.55m  ","20092010"
"2468","Carlos CuéllarC. Cuéllar","£7.20m  ","20092010"
"2469","Curtis DaviesC. Davies","£6.12m  ","20092010"
"2470","James CollinsJ. Collins","£1.80m  ","20092010"
"2471","Shane LowryS. Lowry"," ","20092010"
"2472","Ciaran ClarkC. Clark"," ","20092010"
"2473","Nicky ShoreyN. Shorey","£4.95m  ","20092010"
"2474","Stephen WarnockS. Warnock","£4.59m  ","20092010"
"2475","Wilfred BoumaW. Bouma","£4.50m  ","20092010"
"2476","Luke YoungL. Young","£6.30m  ","20092010"
"2477","Habib BèyeH. Bèye","£4.14m  ","20092010"
"2478","Nigel Reo-CokerN. Reo-Coker","£7.20m  ","20092010"
"2479","Isaiah OsbourneI. Osbourne","£450k  ","20092010"
"2480","James MilnerJ. Milner","£11.70m  ","20092010"
"2481","Stiliyan PetrovS. Petrov","£6.75m  ","20092010"
"2482","Steve SidwellS. Sidwell","£4.32m  ","20092010"
"2483","Craig GardnerC. Gardner","£2.52m  ","20092010"
"2484","Fabian DelphF. Delph","£90k  ","20092010"
"2485","Barry BannanB. Bannan","£45k  ","20092010"
"2486","Ashley YoungA. Young","£17.10m  ","20092010"
"2487","Stewart DowningS. Downing","£9.90m  ","20092010"
"2488","Marc AlbrightonM. Albrighton"," ","20092010"
"2489","Moustapha SalifouM. Salifou","£630k  ","20092010"
"2490","Gabriel AgbonlahorG. Agbonlahor","£13.95m  ","20092010"
"2491","John CarewJ. Carew","£9.00m  ","20092010"
"2492","Emile HeskeyE. Heskey","£4.95m  ","20092010"
"2493","Marlon HarewoodM. Harewood","£1.98m  ","20092010"
"2494","Nathan DelfounesoN. Delfouneso","£675k  ","20092010"
"2495","Craig GordonC. Gordon","£4.95m  ","20092010"
"2496","Márton Fülöp †M. Fülöp †","£2.34m  ","20092010"
"2497","Trevor CarsonT. Carson","£90k  ","20092010"
"2498","Lorik CanaL. Cana","£12.60m  ","20092010"
"2499","Anton FerdinandA. Ferdinand","£5.40m  ","20092010"
"2500","John MensahJ. Mensah","£5.40m  ","20092010"
"2501","Michael TurnerM. Turner","£3.60m  ","20092010"
"2502","Paulo da SilvaP. da Silva","£3.60m  ","20092010"
"2503","Danny CollinsD. Collins","£3.33m  ","20092010"
"2504","Nyron NosworthyN. Nosworthy","£2.07m  ","20092010"
"2505","Matthew KilgallonM. Kilgallon","£1.35m  ","20092010"
"2506","Russell AndersonR. Anderson","£720k  ","20092010"
"2507","Jean-Yves M'votoJ. M'voto","£270k  ","20092010"
"2508","Kieran RichardsonK. Richardson","£5.04m  ","20092010"
"2509","George McCartneyG. McCartney","£2.97m  ","20092010"
"2510","Michael LiddleM. Liddle","£45k  ","20092010"
"2511","Alan HuttonA. Hutton","£6.75m  ","20092010"
